frame,time_seconds,mph,rpm,mph_raw,rpm_raw,mph_corrected,rpm_corrected
72,2.367,189,8384,189,8384,,
73,2.4,189,8384,189,8384,,
74,2.433,189,8384,189,8384,,
75,2.467,190,8384,190,8384,,
76,2.5,190,8384,190,8384,,
77,2.533,190,8384,190,8384,,
78,2.567,190,8443,190,8443,,
79,2.6,190,8443,190,8443,,
80,2.633,190,8443,190,8443,,
81,2.667,190,8443,190,8443,,
82,2.7,190,8443,190,8443,,
83,2.733,190,8443,190,8443,,
84,2.767,190,8078,190,8078,,
85,2.8,190,8078,190,8078,,
86,2.833,190,8078,190,8078,,
87,2.867,190,8078,190,8078,,
88,2.9,189,8078,189,8078,,
89,2.933,189,8078,189,8078,,
90,2.967,189,8084,189,6118,,yes
91,3.0,189,8089,189,6118,,yes
92,3.033,189,8095,189,6118,,yes
93,3.067,188,8100,188,6118,,yes
94,3.1,188,8106,188,6118,,yes
95,3.133,188,8111,188,6118,,yes
96,3.167,188,8117,188,6118,,yes
97,3.2,188,8122,188,6118,,yes
98,3.233,188,8128,188,8128,,
99,3.267,188,8128,188,8128,,
100,3.3,183,8128,183,8128,,
101,3.333,183,7982,183,7982,,
102,3.367,183,7982,183,7982,,
103,3.4,183,7982,183,7982,,
104,3.433,183,7982,183,7982,,
105,3.467,181,7982,181,7982,,
106,3.5,181,7982,181,7982,,
107,3.533,181,7982,181,7982,,
108,3.567,181,7982,181,7982,,
109,3.6,180,7856,180,7856,,
110,3.633,180,7856,180,7856,,
111,3.667,180,7856,180,7856,,
112,3.7,180,7856,180,7856,,
113,3.733,177,7856,1177,7856,yes,
114,3.767,177,7856,1177,7856,yes,
115,3.8,177,7763,1177,7763,yes,
116,3.833,177,7763,1177,7763,yes,
117,3.867,177,7763,1177,7763,yes,
118,3.9,177,7763,1177,7763,yes,
119,3.933,175,7783,175,7783,,
120,3.967,175,7763,1175,7763,yes,
121,4.0,175,7617,1175,7617,yes,
122,4.033,175,7617,1175,7617,yes,
123,4.067,175,7617,1175,7617,yes,
124,4.1,175,7617,175,7617,,
125,4.133,175,7617,175,7617,,
126,4.167,175,7617,1175,7617,yes,
127,4.2,175,7617,175,7617,,
128,4.233,175,7617,175,7617,,
129,4.267,172,7575,172,7575,,
130,4.3,172,7575,172,7575,,
131,4.333,172,7575,172,7575,,
132,4.367,172,7575,172,7575,,
133,4.4,170,7575,1170,7575,yes,
134,4.433,170,7440,1170,7440,yes,
135,4.467,170,7440,1170,7440,yes,
136,4.5,170,7440,1170,7440,yes,
137,4.533,170,7440,1170,7440,yes,
138,4.567,170,7440,1170,7440,yes,
139,4.6,167,7440,167,7440,,
140,4.633,167,7440,167,7440,,
141,4.667,167,7330,167,7330,,
142,4.7,167,7330,1167,7330,yes,
143,4.733,165,7330,1165,7330,yes,
144,4.767,165,7330,1165,7330,yes,
145,4.8,165,7330,1165,7330,yes,
146,4.833,165,7330,1165,7330,yes,
147,4.867,165,7330,1165,7330,yes,
148,4.9,165,7245,1165,7245,yes,
149,4.933,165,7245,1165,7245,yes,
150,4.967,165,7245,1165,7245,yes,
151,5.0,165,7245,1165,7245,yes,
152,5.033,165,7245,1165,7245,yes,
153,5.067,163,7200,163,7200,,
154,5.1,163,7200,163,7200,,
155,5.133,163,7200,163,7200,,
156,5.167,163,7200,163,7200,,
157,5.2,163,7200,163,7200,,
158,5.233,163,7200,163,7200,,
159,5.267,162,7200,1162,7200,yes,
160,5.3,162,7200,1162,7200,yes,
161,5.333,162,7200,1162,7200,yes,
162,5.367,162,7200,1162,7200,yes,
163,5.4,162,7129,1162,7129,yes,
164,5.433,162,7129,1162,7129,yes,
165,5.467,162,7129,1162,7129,yes,
166,5.5,162,7120,1162,7120,yes,
167,5.533,162,7120,1162,7120,yes,
168,5.567,162,7120,1162,7120,yes,
169,5.6,162,7120,1162,7120,yes,
170,5.633,161,7120,161,7120,,
171,5.667,161,7120,161,7120,,
172,5.7,161,7120,161,7120,,
173,5.733,161,6965,161,6965,,
174,5.767,161,6965,161,6965,,
175,5.8,161,6965,161,6965,,
176,5.833,161,6965,161,6965,,
177,5.867,161,6965,161,6965,,
178,5.9,161,6965,161,6965,,
179,5.933,159,6923,1159,6923,yes,
180,5.967,159,6923,1159,6923,yes,
181,6.0,159,6923,1159,6923,yes,
182,6.033,159,6923,159,6923,,
183,6.067,159,6923,159,6923,,
184,6.1,159,6923,159,6923,,
185,6.133,159,6923,159,6923,,
186,6.167,159,6923,159,6923,,
187,6.2,159,6923,159,6923,,
188,6.233,159,6923,1159,6923,yes,
189,6.267,159,6923,1159,6923,yes,
190,6.3,159,6923,1159,6923,yes,
191,6.333,159,6923,1159,6923,yes,
192,6.367,159,6923,1159,6923,yes,
193,6.4,159,6923,1159,6923,yes,
194,6.433,159,6923,1159,6923,yes,
195,6.467,159,6923,1159,6923,yes,
196,6.5,159,6923,1159,6923,yes,
197,6.533,159,6923,159,6923,,
198,6.567,159,6923,159,6923,,
199,6.6,159,6923,159,6923,,
200,6.633,158,6923,158,6923,,
201,6.667,158,7025,158,7025,,
202,6.7,158,7029,158,7029,,
203,6.733,158,7025,158,7025,,
204,6.767,158,7029,158,7029,,
205,6.8,158,7032,158,7032,,
206,6.833,156,7032,1156,7032,yes,
207,6.867,157,6991,1157,6991,yes,
208,6.9,157,6991,1157,6991,yes,
209,6.933,157,6999,1157,6999,yes,
210,6.967,157,6999,1157,6999,yes,
