frame,time_seconds,mph,rpm,mph_raw,rpm_raw,mph_corrected,rpm_corrected
182,6.033,162,7198,162,7198,,
183,6.067,162,7198,162,7198,,
184,6.1,161,7117,161,7117,,
185,6.133,161,7117,161,7117,,
186,6.167,161,7117,161,7117,,
187,6.2,161,7117,161,7117,,
188,6.233,161,7117,161,7117,,
189,6.267,161,7117,161,7117,,
190,6.3,160,7117,160,7117,,
191,6.333,160,7117,160,7117,,
192,6.367,160,7117,160,7117,,
193,6.4,160,7117,160,7117,,
194,6.433,160,7117,160,7117,,
195,6.467,160,7117,160,7117,,
196,6.5,160,7117,160,7117,,
197,6.533,160,7117,160,7117,,
198,6.567,160,7117,160,7117,,
199,6.6,160,7117,160,7117,,
200,6.633,160,7117,160,7117,,
201,6.667,160,7117,160,7117,,
202,6.7,160,7117,160,7117,,
203,6.733,160,7117,160,7117,,
204,6.767,160,7117,160,7117,,
205,6.8,160,7117,160,7117,,
206,6.833,160,7117,160,7117,,
207,6.867,160,7117,160,7117,,
208,6.9,160,7117,160,7117,,
209,6.933,160,7117,160,7117,,
210,6.967,160,7117,160,7117,,
211,7.0,160,7117,160,7117,,
212,7.033,160,7117,160,7117,,
